id,description
C21_G59_UCL,"Total family income (weekly) by labour force status of parent for one parent families data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of one parent families.
This table is based on place of enumeration.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_CED,"Occupation by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_LGA,"Occupation by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_POA,"Occupation by age by sex data for Postal Areas (POA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_RA,"Occupation by age by sex data for Remoteness Areas (RA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_SA2,"Occupation by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_SAL,"Occupation by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_SED,"Occupation by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_SUA,"Occupation by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G60_UCL,"Occupation by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_CED,"Occupation by hours worked by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_LGA,"Occupation by hours worked by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_POA,"Occupation by hours worked by sex data for Postal Areas (POA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_RA,"Occupation by hours worked by sex data for Remoteness Areas (RA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_SA2,"Occupation by hours worked by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_SAL,"Occupation by hours worked by sex data for Suburbs and Localities (SAL), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_SED,"Occupation by hours worked by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_SUA,"Occupation by hours worked by sex data for Significant Urban Areas (SUA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G61_UCL,"Occupation by hours worked by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_CED,"Method of travel to work by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_LGA,"Method of travel to work by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_POA,"Method of travel to work by sex data for Postal Areas (POA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_RA,"Method of travel to work by sex data for Remoteness Areas (RA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_SA2,"Method of travel to work by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_SAL,"Method of travel to work by sex data for Suburbs and Localities (SAL), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_SED,"Method of travel to work by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_SUA,"Method of travel to work by sex data for Significant Urban Areas (SUA), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G62_UCL,"Method of travel to work by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of employed persons aged 15 years and over.
This table is based on place of enumeration.
Records the methods of travel to work on 10 August 2021 and may not reflect the usual travel pattern.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T01_LGA,"Selected person characteristics by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons.
This table is based on place of usual residence.
Total persons and age group counts exclude overseas visitors.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T01_SA2,"Selected person characteristics by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons.
This table is based on place of usual residence.
Total persons and age group counts exclude overseas visitors.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T02_LGA,"Selected medians and averages time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census.
Median age of persons excludes overseas visitors. 
Median total personal income is applicable to persons aged 15 years and over.
Median total family income is applicable to families in family households. It excludes families where at least one family member aged 15 years and over did not state an income, and
families where at least one member aged 15 years and over was temporarily absent on Census Night. 
Median total household income is applicable to occupied private dwellings. It excludes households where at least one member aged 15 years and over did not state an income and
households where at least one member aged 15 years and over was temporarily absent on Census Night. It excludes 'Visitors only' and 'Other non-classifiable' households.
Median mortgage repayment is applicable to occupied private dwellings being purchased and includes dwellings being purchased under a shared equity scheme. It excludes
Visitors only' 'and 'Other non-classifiable' households. 
Median rent is applicable to occupied private dwellings being rented. It excludes 'Visitors only' and 'Other non-classifiable' households. 
Median rent excludes dwellings being 'Occupied rent-free'.
Average number of persons per bedroom is applicable to occupied private dwellings. It excludes 'Visitors only' and 'Other non-classifiable' households.
Average household size is applicable to number of persons usually resident in occupied private dwellings. Includes partners, children, and co-tenants (in group households) who
were temporarily absent on Census Night. A maximum of three temporary absentees can be counted in each household. It excludes 'Visitors only' and 'Other non-classifiable' 
households."
C21_T02_SA2,"Selected medians and averages time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census.
Median age of persons excludes overseas visitors. 
Median total personal income is applicable to persons aged 15 years and over.
Median total family income is applicable to families in family households. It excludes families where at least one family member aged 15 years and over did not state an income, and
families where at least one member aged 15 years and over was temporarily absent on Census Night. 
Median total household income is applicable to occupied private dwellings. It excludes households where at least one member aged 15 years and over did not state an income and
households where at least one member aged 15 years and over was temporarily absent on Census Night. It excludes 'Visitors only' and 'Other non-classifiable' households.
Median mortgage repayment is applicable to occupied private dwellings being purchased and includes dwellings being purchased under a shared equity scheme. It excludes
Visitors only' 'and 'Other non-classifiable' households. 
Median rent is applicable to occupied private dwellings being rented. It excludes 'Visitors only' and 'Other non-classifiable' households. 
Median rent excludes dwellings being 'Occupied rent-free'.
Average number of persons per bedroom is applicable to occupied private dwellings. It excludes 'Visitors only' and 'Other non-classifiable' households.
Average household size is applicable to number of persons usually resident in occupied private dwellings. Includes partners, children, and co-tenants (in group households) who
were temporarily absent on Census Night. A maximum of three temporary absentees can be counted in each household. It excludes 'Visitors only' and 'Other non-classifiable' 
households."
C21_T03_LGA,"Age by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T03_SA2,"Age by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T04_LGA,"Registered marital status by age by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over (excludes overseas visitors).
This table is based on place of usual residence.
In December 2017, amendments to the Marriage Act 1961 came into effect enabling marriage equality for all couples. For 2021, registered marriages include all couples.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T04_SA2,"Registered marital status by age by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over (excludes overseas visitors).
This table is based on place of usual residence.
In December 2017, amendments to the Marriage Act 1961 came into effect enabling marriage equality for all couples. For 2021, registered marriages include all couples.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T05_LGA,"Social marital status by age by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households, 'Non-private dwellings', and 'Migratory, off-shore and shipping' SA1s. Excludes persons who were temporarily absent on Census Night.

In December 2017, amendments to the Marriage Act 1961 came into effect enabling marriage equality for all couples. For 2021, registered marriages include all couples.

'Married in a de facto marriage' means two people live together as partners who are not in a registered marriage. It includes people who report de facto, partner, common law husband/wife/spouse, lover, girlfriend or boyfriend.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T05_SA2,"Social marital status by age by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households, 'Non-private dwellings', and 'Migratory, off-shore and shipping' SA1s. Excludes persons who were temporarily absent on Census Night.

In December 2017, amendments to the Marriage Act 1961 came into effect enabling marriage equality for all couples. For 2021, registered marriages include all couples.

'Married in a de facto marriage' means two people live together as partners who are not in a registered marriage. It includes people who report de facto, partner, common law husband/wife/spouse, lover, girlfriend or boyfriend.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T06_LGA,"Indigenous status by age by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T06_SA2,"Indigenous status by age by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T07_LGA,"Number of children ever born by age of parent time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of females aged 15 years and over (excludes overseas visitors).
This table is based on place of usual residence.
From 2016, an instruction on the form to include live births only was removed, due to evidence of the sensitivities of this question which cannot be overcome effectively in a self-report questionnaire.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T07_SA2,"Number of children ever born by age of parent time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of females aged 15 years and over (excludes overseas visitors).
This table is based on place of usual residence.
From 2016, an instruction on the form to include live births only was removed, due to evidence of the sensitivities of this question which cannot be overcome effectively in a self-report questionnaire.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T08_LGA,"Country of birth of person by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
This list of countries consists of the 35 most common Country of birth responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T08_SA2,"Country of birth of person by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
This list of countries consists of the 35 most common Country of birth responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T09_LGA,"Ancestry by country of birth of parents time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of responses and persons (excludes overseas visitors).
This table is based on place of usual residence.
Selected ancestries are based on the 30 most common Ancestry responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T09_SA2,"Ancestry by country of birth of parents time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of responses and persons (excludes overseas visitors).
This table is based on place of usual residence.
Selected ancestries are based on the 30 most common Ancestry responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T10_LGA,"Language used at home by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons.
This table is based on place of usual residence.
This list of languages consists of the most common Language Used at Home responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T10_SA2,"Language used at home by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons.
This table is based on place of usual residence.
This list of languages consists of the most common Language Used at Home responses reported in the 2016 Census.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T11_LGA,"Proficiency in spoken English by age time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T11_SA2,"Proficiency in spoken English by age time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T12_LGA,"Religious affiliation by age time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T12_SA2,"Religious affiliation by age time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons (excludes overseas visitors).
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T13_LGA,"Type of educational institution attending (full-time/part-time student status by age) by sex time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons attending an educational institution.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T13_SA2,"Type of educational institution attending (full-time/part-time student status by age) by sex time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons attending an educational institution.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T14_LGA,"Dwelling structure by household composition and family composition time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
In multiple family households, only the family composition of the primary family is included.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T14_SA2,"Dwelling structure by household composition and family composition time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
In multiple family households, only the family composition of the primary family is included.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T15_LGA,"Dwelling structure by number of persons usually resident time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T15_SA2,"Dwelling structure by number of persons usually resident time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T16_LGA,"Dwelling structure and number of bedrooms by number of persons usually resident for family households time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings containing family households.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T16_SA2,"Dwelling structure and number of bedrooms by number of persons usually resident for family households time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings containing family households.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T17_LGA,"Dwelling structure and number of bedrooms by number of persons usually resident for group households time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings containing group households.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Family', 'Lone person', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T17_SA2,"Dwelling structure and number of bedrooms by number of persons usually resident for group households time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings containing group households.
This table is based on place of enumeration.
Includes up to three residents who were temporarily absent on Census Night.
Excludes 'Family', 'Lone person', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T18_LGA,"Tenure and landlord type by dwelling structure time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
Rented excludes dwellings being 'Occupied rent-free'.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T18_SA2,"Tenure and landlord type by dwelling structure time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings.
This table is based on place of enumeration.
Rented excludes dwellings being 'Occupied rent-free'.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T19_LGA,"Rent (weekly) by landlord type time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of occupied private dwellings being rented.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation.
Excludes dwellings being 'Occupied rent-free'.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T19_SA2,"Rent (weekly) by landlord type time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of occupied private dwellings being rented.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation.
Excludes dwellings being 'Occupied rent-free'.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T20_LGA,"Rent (weekly) by family composition for couple families time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of couple families in family households.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation. Excludes dwellings being 'Occupied rent-free'.
Includes both same-sex couple families and opposite sex couple families. 
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T20_SA2,"Rent (weekly) by family composition for couple families time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of couple families in family households.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation. Excludes dwellings being 'Occupied rent-free'.
Includes both same-sex couple families and opposite sex couple families. 
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T21_LGA,"Rent (weekly) by family composition for one parent families time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of one parent families in family households.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation. Excludes dwellings being 'Occupied rent-free'.
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T21_SA2,"Rent (weekly) by family composition for one parent families time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of one parent families in family households.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation. Excludes dwellings being 'Occupied rent-free'.
Excludes 'Lone person', 'Group', 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T22_LGA,"Total family income (weekly) by number of children for couple families time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of couple families with children.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation.
Number of children may include up to three children who were temporarily absent on Census Night.
Includes both same-sex couple families and opposite sex couple families. 
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T22_SA2,"Total family income (weekly) by number of children for couple families time series data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of couple families with children.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation.
Number of children may include up to three children who were temporarily absent on Census Night.
Includes both same-sex couple families and opposite sex couple families. 
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_T23_LGA,"Total family income (weekly) by number of children for one parent families time series data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of one parent families.
This table is based on place of enumeration.
Income and rent amounts are as reported in each Census (2011, 2016 and 2021), i.e. not adjusted for inflation.
Number of children may include up to three children who were temporarily absent on Census Night.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
